,dataset,notes,typo?,id,sentence,sent_length,bert-base-uncased_mlm,bert-base-uncased_mlm_zscores,bert-large-uncased_mlm,bert-large-uncased_mlm_zscores,bert-large-cased_mlm,bert-large-cased_mlm_zscores
27,LI,,,32.1.martin.22a.g.04,Bobby planned to attend college.,7,-16.248593451964553,1.1612578955335664,-15.469469634284906,1.2122818067857708,-17.751157038728707,0.9720299247204117
28,LI,,,32.1.martin.22a.g.05,Sarah hoped to go to the party.,9,-23.834504686295986,0.6164437262738062,-22.565455150906928,0.7147361379560826,-22.74820581637323,0.6101780186152369
29,LI,,,32.1.martin.22a.g.06,Scott intended to run for class president.,9,-18.68441082816571,0.9863194103219767,-23.25585398261319,0.6663277882383609,-19.406927238684148,0.8521304341237953
30,LI,,,32.1.martin.22a.g.07,Vanessa refused to take out the garbage.,9,-23.080180852302874,0.6706186698336374,-20.025888619059515,0.8928016548128608,-18.556243645725772,0.913731089490919
31,LI,,,32.1.martin.22a.g.08,Michael managed to drive his car.,8,-19.449534069135552,0.9313688618600082,-21.424865685456098,0.79471027926718,-21.095084569125902,0.7298856902744634
32,LI,,,32.1.martin.23a.g.01,Gino believed Rebecca to be the best.,9,-30.26077487785369,0.15491406323117823,-37.081423949683085,-0.3030727890463648,-32.97509369207546,-0.13038286762272538
33,LI,,,32.1.martin.23a.g.02,Anthony believed Dawn to be intelligent.,8,-29.780750610894756,0.18938902795844564,-30.511007821420208,0.15762179373826005,-28.476457276847214,0.19537744294438755
34,LI,,,32.1.martin.23a.g.03,Charlene believed Shawn to be helpful.,8,-34.23566955671413,-0.1305597414921971,-46.95649413666979,-0.995478148304108,-36.62256016471656,-0.3945073047273876
35,LI,,,32.1.martin.23a.g.04,Marty believed Carla to be trustworthy.,8,-25.589748604455963,0.49038349071598075,-28.763411869789707,0.2801571053678101,-27.184464477584697,0.28893467600139083
36,LI,,,32.1.martin.23a.g.05,Jessica believed Brad to be vain.,8,-33.145240594632924,-0.05224599239051618,-32.04085730033694,0.05035410267359135,-30.945091057452373,0.016615962171196177
37,LI,,,32.1.martin.23a.g.06,Charles believed Faith to be unhappy.,8,-32.864847977878526,-0.03210841552667606,-34.62183653112152,-0.13061512769027742,-27.816866828128695,0.24314044701697696
38,LI,,,32.1.martin.23a.g.07,Lacey believed John to be jealous.,8,-27.292078412836418,0.368123504840907,-29.298039134591818,0.24267091272868238,-25.88138440513285,0.38329477313188826
39,LI,,,32.1.martin.23a.g.08,Victor believed Dana to be the youngest.,9,-29.561196327675134,0.20515724363151802,-30.439428103680257,0.1626407130207388,-29.470763454330154,0.12337662774643217
40,LI,,,32.1.martin.25b.g.01,Sarah convinced Bill that he would go to the party.,12,-26.88284534215927,0.39751430161500606,-30.045299550751224,0.19027562772181936,-25.133392283227295,0.43745921840887875
41,LI,,,32.1.martin.25b.g.02,Joe convinced Sue that she would eat her lunch.,11,-25.74409957975149,0.4792981252559302,-34.0534976683557,-0.09076519579084859,-32.14247205108404,-0.07009013459897814
42,LI,,,32.1.martin.25b.g.03,Juan convinced Maria that she would finish her shopping.,11,-33.31349178496748,-0.0643296603451633,-41.24122631759383,-0.5947435719831835,-40.666259249672294,-0.6873241825919872
43,LI,,,32.1.martin.25b.g.04,Betty convinced Fred that he would wash the car.,11,-32.313827987760305,0.007465406112991116,-32.621203674934804,0.00966224607019227,-30.227269125171006,0.0685956898060642
44,LI,,,32.1.martin.25b.g.05,Cindy convinced Charles that he would go to the bank.,12,-26.953515821136534,0.39243880348355714,-34.58024994563311,-0.12769922186680832,-28.76427407283336,0.17453572999121458
45,LI,,,32.1.martin.25b.g.06,Debra convinced Elliot that he would wash the dishes.,11,-33.94613453466445,-0.10976556428172474,-38.983730694046244,-0.4364558799822606,-40.5945085901767,-0.6821284932845433
46,LI,,,32.1.martin.25b.g.07,Elaine convinced Francis that he would take a shower.,11,-32.95130091160536,-0.0383173971260507,-37.22724770894274,-0.3132974406697582,-35.108607958536595,-0.2848772979103267
47,LI,,,32.1.martin.25b.g.08,Mindy convinced George that he would finish the novel.,11,-32.07166334241629,0.02485748018315573,-38.108091976027936,-0.3750591577667132,-37.496175080537796,-0.45776848878988063
48,LI,,,32.1.martin.26a.??.01,Ginny remembered to have bought the beer.,9,-32.616714673349634,-0.014287677055498601,-32.890553288161755,-0.009223606099051831,-38.6465544779785,-0.5410710532095655
49,LI,,,32.1.martin.26a.??.02,Thomas tried to have stopped the thief.,9,-26.88333724986296,0.3974789731912136,-30.557196869369363,0.15438317935543233,-31.305763682350516,-0.009501468857937945
50,LI,,,32.1.martin.26a.??.03,Susan attempted to have performed a backflip.,9,-39.403908867388964,-0.5017386176485438,-43.79158578743227,-0.7735658518771472,-45.061056239530444,-1.0055651561121748
51,LI,(this works),,32.1.martin.26a.??.04,Bobby planned to have attended college.,8,-25.990225049798028,0.46162158787565993,-29.022529667323397,0.2619886723041321,-24.52313041780144,0.48165018572854057
52,LI,,,32.1.martin.26a.??.05,Sarah hoped to have gone to the party.,10,-24.189709989354014,0.5909331612112456,-26.64511216431856,0.42868486677199286,-22.948523128405213,0.5956724165268766
53,LI,(this works),,32.1.martin.26a.??.06,Scott intended to have run for class president.,10,-29.76341188803781,0.1906342813759365,-27.50711955722727,0.36824392536417166,-36.570372440852225,-0.39072822867752327
54,LI,,,32.1.martin.26a.??.07,Vanessa refused to have taken out the garbage.,10,-27.853169335226994,0.32782639677853515,-24.373475801810855,0.5879640578969175,-28.740349581697956,0.17626817710253193
55,LI,(this works),,32.1.martin.26a.??.08,Michael managed to have driven his car.,9,-25.917299004388042,0.46685907901154755,-24.13537667640776,0.6046587352351037,-24.351710778661072,0.4940632170850289
56,LI,,,32.1.martin.26b.??.01,Sarah convinced Bill to have gone to the party.,11,-26.10221648402512,0.4535784512875978,-30.48418993363157,0.15950217016872795,-29.44895187392831,0.12495607239361736
57,LI,,,32.1.martin.26b.??.02,Joe convinced Sue to have eaten her lunch.,10,-24.000779462978244,0.6045020027908026,-27.357356129214168,0.3787448127719123,-33.083815407939255,-0.13825574657006348
58,LI,,,32.1.martin.26b.??.03,Juan convinced Maria to have finished her shopping.,10,-37.49870374845341,-0.3649082867787683,-40.35972013510764,-0.5329354436949815,-37.86412991210818,-0.4844132471440534
59,LI,,,32.1.martin.26b.??.04,Betty convinced Fred to have washed the car.,10,-28.6992130279541,0.26706420521418806,-30.072569772601128,0.18836353521012225,-29.641997311264277,0.11097704945963385
60,LI,,,32.1.martin.26b.??.05,Cindy convinced Charles to have gone to the bank.,11,-25.443447154015303,0.5008907456417433,-32.38979450054467,0.02588784745784511,-30.836572360247374,0.024474139903491433
61,LI,,,32.1.martin.26b.??.06,Debra convinced Elliot to have washed the dishes.,10,-35.14861711859703,-0.19612691623765705,-37.39496484771371,-0.32505717943874696,-38.587220411747694,-0.5367744881933025
62,LI,,,32.1.martin.26b.??.07,Elaine convinced Francis to have taken a shower.,10,-33.1371690556407,-0.05166630081822414,-33.92714200762566,-0.0819055790989767,-33.75349260121584,-0.18674916331364
63,LI,,,32.1.martin.26b.??.08,Mindy convinced George to have finished the novel.,10,-31.24604021757841,0.08415308264743074,-39.91619761288166,-0.5018371967432315,-35.31316691637039,-0.2996900508164407
64,LI,,,32.1.martin.27b.g.01,Sarah convinced Bill that he will have gone to the party by the time he goes to bed this evening.,22,-41.94675128356903,-0.6843635569254296,-42.63752954931988,-0.6926474676000548,-43.52560466584691,-0.8943783129588297
65,LI,,,32.1.martin.27b.g.02,Celia convinced Brad that he will have eaten dinner by the time she gets home.,17,-44.512154443887994,-0.8686087910747745,-40.04459985642461,-0.5108403126590066,-40.69936906232033,-0.6897217675167284
66,LI,,,32.1.martin.27b.g.03,Benny convinced Cindy that she will have gotten dressed by the time he wakes up.,17,-45.7385998769023,-0.9566911359756906,-52.22108499879323,-1.3646128337504222,-40.72551377207856,-0.6916149875915264
67,LI,,,32.1.martin.27b.g.04,Cameron convinced Velma that she will have finished her coffee by the time the place closes.,18,-52.13657800783403,-1.4161888855104425,-54.52492351537512,-1.5261499272130936,-49.63256178947631,-1.3366021482701835
68,LI,,,32.1.martin.27b.g.05,Judy convinced Edith that she will have forgotten about Rick by the time Christmas comes around.,18,-45.45184716058429,-0.9360967817711832,-43.33856582236331,-0.7418016774738239,-40.65946031647036,-0.6868318506080353
69,LI,,,32.1.martin.27b.g.06,Jan convinced Emile that he will have gotten better by the time he has to go to school.,20,-34.176010579336435,-0.12627508073162602,-34.91453914475278,-0.1511384105135338,-33.11487234896049,-0.14050467664987484
70,LI,(ambiguous antecedent for she),,32.1.martin.27b.g.07,The father convinced the mother that she will have forgiven her daughter by the time she comes home for a visit.,23,-28.91746558912564,0.25138947819321383,-23.75470729015069,0.6313499402755591,-30.268090353085427,0.06563969722170729
71,LI,(ambiguous antecedent for he),,32.1.martin.27b.g.08,The principal convinced the teacher that he will have finished grading before he goes on vacation.,18,-39.85980633669533,-0.5344808147736153,-37.533111892058514,-0.33474356668043076,-46.15742810443044,-1.0849568664530838
72,LI,,,32.1.martin.28b.??.01,Sarah convinced Bill that he would have gone to the party by the time he goes to bed this evening.,22,-45.32277453519055,-0.9268268874887637,-47.053045335022034,-1.0022479804081825,-48.07662988451193,-1.2239322603755514
73,LI,,,32.1.martin.28b.??.02,Celia convinced Brad that he would have eaten dinner by the time she gets home.,17,-48.561152980837505,-1.1594046765128605,-48.86930613554432,-1.1295978309184738,-43.25934220230556,-0.8750974165249723
74,LI,,,32.1.martin.28b.??.03,Benny convinced Cindy that she would have gotten dressed by the time he wakes up.,17,-48.54351061611669,-1.1581376157758922,-57.911326291156,-1.7635926376098148,-44.54126002086559,-0.9679250887685058
75,LI,,,32.1.martin.28b.??.04,Cameron convinced Velma that she would have finished her coffee by the time the place closes.,18,-53.956565861357376,-1.5468989795058363,-62.41794214629044,-2.079580768440829,-53.324037225800566,-1.6039134118604519
76,LI,,,32.1.martin.28b.??.05,Judy convinced Edith that she would have forgotten about Rick by the time Christmas comes around.,18,-45.65422516630497,-0.9506314107244145,-50.6384733149971,-1.253645641544699,-43.27858654502779,-0.8764909594751501
77,LI,,,32.1.martin.28b.??.06,Jan convinced Emile that he would have gotten better by the time he has to go to school.,20,-39.40626812516712,-0.5019080576837313,-42.085220175853465,-0.6539214673878858,-39.36293744039722,-0.5929465805432564
78,LI,(ambiguous antecedent for she),,32.1.martin.28b.??.07,The father convinced the mother that she would have forgiven her daughter by the time she comes home for a visit.,23,-30.05063815799076,0.17000591692239578,-28.5591890005162,0.2944764981913986,-32.300312598992605,-0.08151986155640065
79,LI,(ambiguous antecedent for he),,32.1.martin.28b.??.08,The principal convinced the teacher that he would have finished grading before he goes on vacation.,18,-41.12630426790565,-0.6254396985447316,-40.67956619185861,-0.5553619297490933,-47.84807469602674,-1.2073818654757489
80,LI,,,32.1.martin.2c.*.01,Sarah saw pictures of.,6,-25.625587418675423,0.48780957530976515,-29.758638307452202,0.21037531080187422,-26.67488819360733,0.3258346859608932
81,LI,,,32.1.martin.2c.*.02,Jimmy saw baskets of.,6,-39.89960351586342,-0.53733901683235,-40.361193634569645,-0.5330387603200828,-36.09212211892009,-0.35609662945024273
82,LI,,,32.1.martin.2c.*.03,Brittany touched plenty of.,6,-35.60769570572302,-0.229097578738697,-39.028475888539106,-0.43959325641414815,-36.01216838695109,-0.3503069300495412
83,LI,,,32.1.martin.2c.*.04,Frank ate mountains of.,6,-38.211086597293615,-0.4160710618227587,-43.81661831587553,-0.775321045158986,-32.58604468405247,-0.10221061408154486
84,LI,,,32.1.martin.2c.*.05,Kat kept tons of.,6,-36.40646617114544,-0.28646464435618735,-28.901651090011,0.27046425507627786,-30.784217458218336,0.02826532184630347
85,LI,,,32.1.martin.2c.*.06,Phillip saw movies of.,6,-38.324003249406815,-0.4241806468305864,-43.256367921829224,-0.7360382483769314,-42.36182779073715,-0.810105595345276
86,LI,,,32.1.martin.2c.*.07,Vivian wrote stories of.,6,-30.098511397838593,0.16656769854733353,-33.937904715538025,-0.08266022250885001,-28.016865491867065,0.2286579192465896
87,LI,,,32.1.martin.2c.*.08,Tommy pictured memories of.,6,-38.21948781609535,-0.41667443073927374,-36.61128535121679,-0.27010831598358487,-37.62731975317001,-0.46726508405623224
88,LI,,,32.1.martin.39a.*.01,Gino believed Rebecca to win the game.,9,-43.482048470526934,-0.7946273915052231,-46.58533764630556,-0.9694539542289968,-37.47379329428077,-0.45614775375615896
89,LI,,,32.1.martin.39a.*.02,Anthony believed Dawn to hit the ball.,9,-41.38336505368352,-0.6439016016868361,-56.62953895330429,-1.6737181956714877,-41.39533017575741,-0.7401184849950387
90,LI,,,32.1.martin.39a.*.03,Charlene believed Shawn to write the paper.,9,-47.76666301488876,-1.1023450329957258,-51.96957345306873,-1.3469777244421024,-40.039296329021454,-0.6419238397116616
91,LI,,,32.1.martin.39a.*.04,Marty believed Carla to fix the computer.,9,-51.05732958763838,-1.338678114119822,-59.631069116294384,-1.8841749854942926,-48.73958157002926,-1.2719386621007636
92,LI,,,32.1.martin.39a.*.05,Jessica believed Brad to start the car.,9,-36.40132124722004,-0.2860951399726354,-49.61614156048745,-1.1819633170286994,-40.97697238251567,-0.7098238907946122
93,LI,,,32.1.martin.39a.*.06,Charles believed Faith to smash the bag.,9,-50.3937906101346,-1.2910232674398172,-54.84007642418146,-1.5482473461591115,-48.41121428459883,-1.248160561581282
94,LI,,,32.1.martin.39a.*.07,Lacey believed John to eat the food.,9,-43.7921785376966,-0.8169006886330409,-57.04788053780794,-1.703050843402176,-42.47514687478542,-0.8183113840788989
95,LI,,(prob. intended 'throw out'),32.1.martin.39a.*.08,Victor believed Dana to throw the trash.,9,-45.94785272330046,-0.9717195105709149,-54.68554599583149,-1.5374122133720134,-51.94533196464181,-1.5040770586634573
96,LI,,,32.1.martin.65a.g.01,John believes without a doubt that his team will win.,12,-13.017048748442903,1.3933448905813133,-13.86808917101007,1.3245650001187477,-13.011249822564423,1.3152614073915079
97,LI,,,32.1.martin.65a.g.02,Emma thought for a moment that her friend was at the door.,14,-14.976118027349003,1.2526460781724424,-20.37386947988125,0.8684024547677202,-15.0899575901567,1.1647356868294088
98,LI,,,32.1.martin.65a.g.03,Bill heard from Sarah that their boss was fired.,11,-31.15717232041061,0.09053550501881574,-34.42138046491891,-0.11655984991439748,-31.988455764018,-0.05893733431105312
99,LI,(not an adjunct),,32.1.martin.65a.g.04,Ashley suggested to Michael that he should throw a party.,12,-19.427868937607855,0.9329248345402246,-19.802274806337664,0.9084806727237109,-17.8789294862072,0.9627775228077753
100,LI,,,32.1.martin.65a.g.05,Thomas read in the paper that the stock market crashed.,12,-20.87827568873763,0.828757764191535,-22.238947437377647,0.7376297160680222,-17.500368086621165,0.9901903358727338
101,LI,,,32.1.martin.65a.g.06,Jessica saw on the news that Michael Jackson died.,11,-33.44602261856198,-0.07384792041645388,-29.07369334390387,0.25840125437262884,-22.547091976739466,0.624741299754532
102,LI,,,32.1.martin.65a.g.07,David learned from the internet that Lindsay Lohan is back in rehab.,14,-42.8421115023084,-0.74866762254026,-45.29052487089575,-0.8786662141974786,-40.23716224163945,-0.6562519283135527
103,LI,(not an adjunct),,32.1.martin.65a.g.08,Amanda hinted to Jack that there will be a pop quiz on Monday.,15,-28.878742429136764,0.25417054504052605,-32.605889017071604,0.010736056279020204,-38.349801044591004,-0.5195822104360243
104,LI,,,32.1.martin.65b.*.01,John believes without a doubt his team will win.,11,-13.581291370093822,1.3528214299607266,-19.693181073642336,0.9161299434376771,-16.013718876987696,1.097843247451715
105,LI,,,32.1.martin.65b.*.02,Emma thought for a moment her friend was at the door.,13,-15.09231940691825,1.2443005866261736,-15.168037191324402,1.2334171946876256,-13.532719118986279,1.2775001872629905
106,LI,,,32.1.martin.65b.*.03,Bill heard from Sarah their boss was fired.,10,-32.82915863767266,-0.02954523522637296,-33.655624895356596,-0.0628677494830381,-33.223438212648034,-0.14836626985445642
107,LI,(not an adjunct),,32.1.martin.65b.*.04,Ashley suggested to Michael he should throw a party.,11,-19.007090389728546,0.9631448183923554,-19.59546049911296,0.9229817681065335,-16.157542067579925,1.087428561109098
108,LI,,,32.1.martin.65b.*.05,Thomas read in the paper the stock market crashed.,11,-23.00244329869747,0.6762017196979884,-24.433966281823814,0.5837226771520758,-17.896818321198225,0.9614821364052124
109,LI,,,32.1.martin.65b.*.06,Jessica saw on the news Michael Jackson died.,10,-45.32902667298913,-0.9272759111005109,-41.21235081227496,-0.5927189226130549,-37.042752008885145,-0.42493470828255603
110,LI,,,32.1.martin.65b.*.07,David learned from the internet Lindsay Lohan is back in rehab.,13,-59.78635464049876,-1.9655898173703141,-65.87642364876228,-2.3220773868811673,-55.38941659263219,-1.7534739813033235
111,LI,(not an adjunct),,32.1.martin.65b.*.08,Amanda hinted to Jack there will be a pop quiz on Monday.,14,-32.57019107491942,-0.01094638886390736,-36.13472639917018,-0.23669367019867027,-40.34647633478744,-0.6641677031498358
112,LI,,,32.1.martin.66a.g.01,It is illegal for one to criticize the government.,11,-23.984607618825976,0.6056634518988994,-24.965463426924543,0.546455957551146,-25.31291794416029,0.42445920470198495
113,LI,,,32.1.martin.66a.g.02,It is not wise for one to skip class.,11,-20.802244106773287,0.8342182925164568,-22.378638019799837,0.7278351013386586,-16.885255044326186,1.0347325920580956
114,LI,,,32.1.martin.66a.g.03,It is important for one to sleep regularly.,10,-14.94046395283658,1.255206725718422,-18.16131747030886,1.0235388578571127,-14.731257304578321,1.1907102946094412
115,LI,,,32.1.martin.66a.g.04,It is suspicious for one to wear black.,10,-26.07628387096338,0.4554409111299996,-27.800316936336458,0.34768595131725777,-23.89639343204908,0.527034167957348
116,LI,,,32.1.martin.66a.g.05,It is silly for one to sing in the shower.,12,-35.67888611921808,-0.2342104181576502,-34.307912285090424,-0.10860385827780135,-28.423614664934576,0.19920394148282633
117,LI,,,32.1.martin.66a.g.06,It is possible for one to fix past mistakes.,11,-13.374528958884184,1.3676709434624823,-16.599682273539656,1.1330352522091676,-13.792241187707987,1.2587073838660277
118,LI,,,32.1.martin.66a.g.07,It is normal for one to be afraid of the dentist.,13,-24.87388082952384,0.5417965504067391,-21.49812281992854,0.7895737453942939,-22.207996404002188,0.6492962690587637
119,LI,,,32.1.martin.66a.g.08,It is unfair for one to judge the less fortunate.,12,-16.881617887527682,1.1157945792187598,-15.648575072584208,1.1997235603123362,-13.607065800693817,1.2721165118806685
120,LI,,,32.1.martin.66b.*.01,It is illegal one to criticize the government.,10,-34.74473912641406,-0.167120716982696,-37.76373458886519,-0.3509140230125637,-32.23429884761572,-0.07673959968028202
121,LI,,,32.1.martin.66b.*.02,It is not wise one to skip class.,10,-29.051636543124914,0.24175342596641156,-34.9086256660521,-0.1507237780839232,-26.52933582663536,0.33637458736480813
122,LI,,,32.1.martin.66b.*.03,It is important one to sleep regularly.,9,-28.675419498234987,0.2687730377759257,-33.306028831750154,-0.03835529707176324,-24.343124087899923,0.49468500617641376
123,LI,,,32.1.martin.66b.*.04,It is suspicious one to wear black.,9,-38.60197766125202,-0.4441445501227219,-38.47887298464775,-0.40105702437607355,-32.89528185874224,-0.12460344354534246
124,LI,,,32.1.martin.66b.*.05,It is silly one to sing in the shower.,11,-40.37674780935049,-0.5716071441334869,-43.72204165533185,-0.7686896607352641,-35.65853142738342,-0.32469897351702215
125,LI,,,32.1.martin.66b.*.06,It is possible one to fix past mistakes.,10,-35.78787954337895,-0.24203824002435512,-39.93294980190694,-0.5030118016058571,-33.72201942652464,-0.18447009245402748
126,LI,,,32.1.martin.66b.*.07,It is normal one to be afraid of the dentist.,12,-35.22681113798171,-0.2017427491147078,-33.860388619825244,-0.07722506517994362,-32.460276909172535,-0.09310337677169375
127,LI,,,32.1.martin.66b.*.08,It is unfair one to judge the less fortunate.,11,-23.174331210553646,0.6638568652683847,-31.77269663102925,0.06915659025646143,-26.99328438937664,0.3027786231801594
128,LI,,,32.1.martin.69a.g.01,My belief that Kim is clever is sincere.,10,-34.654313411563635,-0.16062641337247238,-30.97646953444928,0.12498524751347191,-29.68879927881062,0.10758797284267516
129,LI,,,32.1.martin.69a.g.02,The thought that Brian is inept is accurate.,10,-33.442578529473394,-0.07360056865109652,-32.56512236385606,0.013594471321238375,-33.33711740002036,-0.1565981347942567
130,LI,,,32.1.martin.69a.g.03,The announcement that Michelle is retiring surprised the office.,11,-43.08449408784509,-0.7660753489033858,-49.65559028927237,-1.184729323822512,-48.55102097988129,-1.258284400956344
131,LI,,,32.1.martin.69a.g.04,My discovery that Nick is a liar disappointed Miranda.,11,-46.747957702726126,-1.0291824199328923,-51.00654770806432,-1.2794537297445308,-40.0258292555809,-0.6409486468706544
132,LI,,,32.1.martin.69a.g.05,The expectation that Lauren will graduate is reasonable.,10,-27.097967621404678,0.3820643889761744,-28.1317986502836,0.32444361370477154,-29.1317725161789,0.1479240201335511
133,LI,,,32.1.martin.69a.g.06,My suspicion that Adam is cheating is based on evidence.,12,-23.582881214795634,0.6345151257875922,-22.47661552417412,0.7209652616483186,-23.450279369484633,0.5593386802929993
134,LI,,,32.1.martin.69a.g.07,Your assumption that Kelly is lying offended her mother.,11,-44.01153486594558,-0.8326546873360551,-48.67508362978697,-1.115979628583864,-52.14144962094724,-1.5182785505665344
135,LI,,,32.1.martin.69a.g.08,Your allegation that Eric is untrustworthy is biased.,10,-58.644508648401825,-1.8835833376752347,-55.4827182015797,-1.593307138376066,-48.89814494200982,-1.283420731006378
136,LI,,,32.1.martin.69b.*.01,My belief Kim is clever is sincere.,9,-42.430563509464264,-0.7191105698796431,-39.19946951046586,-0.45158273071449284,-34.763375505805016,-0.2598779379622791
137,LI,,,32.1.martin.69b.*.02,The thought Brian is inept is accurate.,9,-42.08929897099733,-0.6946012195485669,-42.19370173290372,-0.6615278144882035,-35.093980610370636,-0.28381808595330205
138,LI,,,32.1.martin.69b.*.03,The announcement Michelle is retiring surprised the office.,10,-61.09961159154773,-2.059906897113129,-59.67786985356361,-1.8874564893913612,-52.38535790890455,-1.53594071134172
139,LI,,,32.1.martin.69b.*.04,My discovery Nick is a liar disappointed Miranda.,10,-73.88531874958426,-2.978166313619228,-73.89933092566207,-2.8846155653615426,-58.82888993853703,-2.0025369866078813
140,LI,,,32.1.martin.69b.*.05,The expectation Lauren will graduate is reasonable.,9,-34.62320211529732,-0.15839202458168108,-34.23392881080508,-0.10341639599938797,-37.49299471080303,-0.4575381882861529
