,dataset,notes,typo?,id,sentence,label,bert-base-uncased_acc,bert-base-uncased_acc_zscores,bert-large-uncased_acc,bert-large-uncased_acc_zscores,bert-large-cased_acc,bert-large-cased_acc_zscores
15,LI,,,32.1.martin.20a.*.08,He appears to that Erin enjoys swimming.,0,-0.9947721362113953,-1.5123484292320815,-0.9960471391677856,-1.4153174423444899,-0.9966522455215454,-1.4007939861507395
16,LI,,,32.1.martin.20a.g.01,It seems to him that Kim solved the problem.,1,0.9978126883506775,0.694941799764104,0.9996922016143799,0.7236475508306384,0.999216616153717,0.7327064100222312
17,LI,,,32.1.martin.20a.g.02,It appears to them that Chris is the right person for the job.,1,0.9978340864181519,0.6949655035204878,0.9994218349456787,0.7233577811057771,0.9992212057113647,0.7327113160675369
18,LI,,,32.1.martin.20a.g.03,It seems to her that Garrett should be punished for lying.,1,0.9977965354919434,0.6949239063992572,0.9996423721313477,0.7235941452993367,0.9993897676467896,0.7328915017314922
19,LI,,,32.1.martin.20a.g.04,It appears to me that Dana is an unsafe driver.,1,0.9976745843887329,0.6947888147960222,0.9996107220649719,0.7235602238434502,0.9996042847633362,0.7331208115633786
20,LI,,,32.1.martin.20a.g.05,It seems to me that Robert can't be trusted.,1,0.9978194832801819,0.6949493268622314,0.9996553659439087,0.7236080716220924,0.9996652603149414,0.7331859918795831
21,LI,,,32.1.martin.20a.g.06,It appears to her that Kyle cheated on his homework.,1,0.9976852536201477,0.6948006336606258,0.9996969103813171,0.7236525975255819,0.99952632188797,0.7330374725080556
22,LI,,,32.1.martin.20a.g.07,It seems to them that Sandra hates cooking.,1,0.9972915649414062,0.694364524159469,0.9996693134307861,0.7236230200602797,0.9995392560958862,0.7330512986357354
23,LI,,,32.1.martin.20a.g.08,It appears to him that Erin enjoys swimming.,1,0.9975560903549194,0.6946575527690275,0.9996671676635742,0.7236207203005586,0.9993027448654175,0.732798478015306
24,LI,,,32.1.martin.22a.g.01,Ginny remembered to bring the beer.,1,0.9976660013198853,0.694779306882598,0.9997846484184265,0.72374663214529,0.9990261197090149,0.7325027772846072
25,LI,,,32.1.martin.22a.g.02,Thomas tried to stop the thief.,1,0.9977612495422363,0.6948848183107356,0.999621570110321,0.7235718504064848,0.9996789693832397,0.7332006463006261
26,LI,,,32.1.martin.22a.g.03,Susan attempted to perform a backflip.,1,0.9971728324890137,0.694232998023768,0.9994341135025024,0.7233709408419591,0.9996257424354553,0.7331437489180547
27,LI,,,32.1.martin.22a.g.04,Bobby planned to attend college.,1,0.9977189302444458,0.6948379390153804,0.9997166395187378,0.7236737425385733,0.9995031356811523,0.7330126874220306
28,LI,,,32.1.martin.22a.g.05,Sarah hoped to go to the party.,1,0.9976646304130554,0.6947777882575372,0.9994005560874939,0.7233349751552093,0.9996026754379272,0.7331190912617779
29,LI,,,32.1.martin.22a.g.06,Scott intended to run for class president.,1,0.9978477954864502,0.6949806897710958,0.9996129274368286,0.7235625874853858,0.9995424747467041,0.7330547392389367
30,LI,,,32.1.martin.22a.g.07,Vanessa refused to take out the garbage.,1,0.998001754283905,0.6951512379681417,0.9996079206466675,0.7235572213793698,0.9996947646141052,0.7332175307422626
31,LI,,,32.1.martin.22a.g.08,Michael managed to drive his car.,1,0.9976657629013062,0.6947790427738918,0.9995735883712769,0.723520425223832,0.9996551275253296,0.7331751603509861
32,LI,,,32.1.martin.23a.g.01,Gino believed Rebecca to be the best.,1,0.9978777170181274,0.6950138354137273,0.9989663362503052,0.7228695932227547,0.9987768530845642,0.7322363216811204
33,LI,,,32.1.martin.23a.g.02,Anthony believed Dawn to be intelligent.,1,0.9972068071365356,0.6942706335144054,0.998782753944397,0.7226728360021699,0.9990653395652771,0.7325447016717651
34,LI,,,32.1.martin.23a.g.03,Charlene believed Shawn to be helpful.,1,0.9976817965507507,0.6947968040843855,0.999373197555542,0.723305653218765,0.9992091059684753,0.7326983819480947
35,LI,,,32.1.martin.23a.g.04,Marty believed Carla to be trustworthy.,1,0.9974876642227173,0.6945817535703405,0.9990940690040588,0.7230064928083759,0.998698890209198,0.7321529826257974
36,LI,,,32.1.martin.23a.g.05,Jessica believed Brad to be vain.,1,0.9974466562271118,0.6945363268728695,0.9976329207420349,0.7214404842027216,0.9993722438812256,0.7328727695585068
37,LI,,,32.1.martin.23a.g.06,Charles believed Faith to be unhappy.,1,0.9966742992401123,0.6936807467190481,0.9992215037345886,0.7231430729829247,0.9994227886199951,0.7329267997717437
38,LI,,,32.1.martin.23a.g.07,Lacey believed John to be jealous.,1,0.9977647662162781,0.6948887139141524,0.9990091323852539,0.7229154606527481,0.9995036721229553,0.7330132608558976
39,LI,,,32.1.martin.23a.g.08,Victor believed Dana to be the youngest.,1,0.9976236820220947,0.6947324275872427,0.9993000030517578,0.723227205859389,0.999161422252655,0.7326474100488145
40,LI,,,32.1.martin.25b.g.01,Sarah convinced Bill that he would go to the party.,1,0.9975378513336182,0.6946373484530012,0.9996684789657593,0.7236221257092771,0.9994989037513733,0.7330081636659695
41,LI,,,32.1.martin.25b.g.02,Joe convinced Sue that she would eat her lunch.,1,0.9975559711456299,0.6946574207146744,0.9997211694717407,0.7236785975868735,0.9993994832038879,0.7329018872559705
42,LI,,,32.1.martin.25b.g.03,Juan convinced Maria that she would finish her shopping.,1,0.9978088140487671,0.6949375079976278,0.9997704029083252,0.7237313642960302,0.9992179274559021,0.7327078117494614
43,LI,,,32.1.martin.25b.g.04,Betty convinced Fred that he would wash the car.,1,0.9968171119689941,0.6938389478340778,0.9997316598892212,0.7236898408566211,0.9995699524879456,0.7330841117958969
44,LI,,,32.1.martin.25b.g.05,Cindy convinced Charles that he would go to the bank.,1,0.9977257251739502,0.6948454661135078,0.9997910261154175,0.7237534675422388,0.9995869994163513,0.7331023342498896
45,LI,,,32.1.martin.25b.g.06,Debra convinced Elliot that he would wash the dishes.,1,0.9967492818832397,0.6937638089071564,0.9997729063034058,0.7237340473490382,0.999671220779419,0.7331923633669931
46,LI,,,32.1.martin.25b.g.07,Elaine convinced Francis that he would take a shower.,1,0.9970687031745911,0.6941176485463236,0.9997799396514893,0.7237415854503464,0.9995238184928894,0.7330347964833435
47,LI,,,32.1.martin.25b.g.08,Mindy convinced George that he would finish the novel.,1,0.997490644454956,0.6945850549291682,0.999806821346283,0.7237703963290749,0.9995455145835876,0.7330579886975158
48,LI,,,32.1.martin.26a.??.01,Ginny remembered to have bought the beer.,0,0.9976490139961243,0.6947604891372794,0.9968551993370056,0.7206069490682442,0.9745146632194519,0.7063010547489069
49,LI,,,32.1.martin.26a.??.02,Thomas tried to have stopped the thief.,0,-0.9954637289047241,-1.5131145425616686,-0.99506014585495,-1.4142596167549888,-0.9967994093894958,-1.4009512981748926
50,LI,,,32.1.martin.26a.??.03,Susan attempted to have performed a backflip.,0,-0.9722520709037781,-1.4874017772767327,-0.9955769181251526,-1.414813475554492,-0.9965916872024536,-1.4007292518386536
51,LI,(this works),,32.1.martin.26a.??.04,Bobby planned to have attended college.,0,0.9970659613609314,0.694114611296202,0.9993013739585876,0.723228675150322,0.9046362042427063,0.6316039026596127
52,LI,,,32.1.martin.26a.??.05,Sarah hoped to have gone to the party.,0,-0.9693402647972107,-1.4841762176475861,0.9921976327896118,0.7156151289469078,0.9977255463600159,0.731112518731742
53,LI,(this works),,32.1.martin.26a.??.06,Scott intended to have run for class president.,0,0.994745135307312,0.6915437111226148,0.9990325570106506,0.722940566363037,-0.9678508043289185,-1.3700064492665551
54,LI,,,32.1.martin.26a.??.07,Vanessa refused to have taken out the garbage.,0,0.959392249584198,0.6523814740817909,-0.9933908581733704,-1.4124705314563857,-0.9968536496162415,-1.4010092787103239
55,LI,(this works),,32.1.martin.26a.??.08,Michael managed to have driven his car.,0,0.9335624575614929,0.6237684650666033,-0.9948611855506897,-1.4140463779230692,-0.9744011759757996,-1.377008522785539
56,LI,,,32.1.martin.26b.??.01,Sarah convinced Bill to have gone to the party.,0,-0.9842725992202759,-1.5007175440000937,-0.9930745959281921,-1.4121315724263783,-0.9972944259643555,-1.4014804502042943
57,LI,,,32.1.martin.26b.??.02,Joe convinced Sue to have eaten her lunch.,0,0.6790904998779297,0.34187659335072396,-0.9157940149307251,-1.3293048956014213,-0.9970178008079529,-1.4011847494735956
58,LI,,,32.1.martin.26b.??.03,Juan convinced Maria to have finished her shopping.,0,-0.8090399503707886,-1.3066031912063043,-0.9769220352172852,-1.3948198117145685,-0.9936620593070984,-1.3975976020617573
59,LI,,,32.1.martin.26b.??.04,Betty convinced Fred to have washed the car.,0,-0.9476336240768433,-1.4601306385707065,0.9871606826782227,0.7102166985304345,-0.9974905848503113,-1.401690135854958
60,LI,,,32.1.martin.26b.??.05,Cindy convinced Charles to have gone to the bank.,0,-0.7510553002357483,-1.2423705672812648,-0.9934592843055725,-1.4125438682386036,-0.9972715973854065,-1.401456047407514
61,LI,,,32.1.martin.26b.??.06,Debra convinced Elliot to have washed the dishes.,0,-0.8567630648612976,-1.3594685764153471,0.7080857753753662,0.41111378213432037,-0.9974032640457153,-1.4015967935644011
62,LI,,,32.1.martin.26b.??.07,Elaine convinced Francis to have taken a shower.,0,-0.7202886343002319,-1.2082887253134176,0.9978138208389282,0.7216343667236549,-0.9970488548278809,-1.4012179449230018
63,LI,,,32.1.martin.26b.??.08,Mindy convinced George to have finished the novel.,0,0.9724884629249573,0.6668888332604701,-0.9272966384887695,-1.3416330131153478,-0.9956756234169006,-1.3997500179386084
64,LI,,,32.1.martin.27b.g.01,Sarah convinced Bill that he will have gone to the party by the time he goes to bed this evening.,1,0.9974771738052368,0.6945701327872664,0.9995038509368896,0.7234456830328955,0.9993544220924377,0.7328537188111508
65,LI,,,32.1.martin.27b.g.02,Celia convinced Brad that he will have eaten dinner by the time she gets home.,1,0.997201144695282,0.6942643609326326,0.9993264079093933,0.7232555056804016,0.999599814414978,0.7331160329478211
66,LI,,,32.1.martin.27b.g.03,Benny convinced Cindy that she will have gotten dressed by the time he wakes up.,1,0.9970064163208008,0.6940486501468218,0.999649167060852,0.7236014278717869,0.9993680715560913,0.7328683095173197
67,LI,,,32.1.martin.27b.g.04,Cameron convinced Velma that she will have finished her coffee by the time the place closes.,1,0.9978876113891602,0.6950247959250357,0.9997389316558838,0.7236976344867871,0.9995312094688416,0.7330426971277318
68,LI,,,32.1.martin.27b.g.05,Judy convinced Edith that she will have forgotten about Rick by the time Christmas comes around.,1,0.9971628785133362,0.6942219714852831,0.999613881111145,0.7235636096008174,0.9996109008789062,0.7331278839144038
69,LI,,,32.1.martin.27b.g.06,Jan convinced Emile that he will have gotten better by the time he has to go to school.,1,0.9972142577171326,0.694278886911475,0.9995942115783691,0.7235425284700405,0.9994102716445923,0.7329134196481827
70,LI,(ambiguous antecedent for she),,32.1.martin.27b.g.07,The father convinced the mother that she will have forgiven her daughter by the time she comes home for a visit.,1,0.9971922039985657,0.6942544568561491,0.9996393322944641,0.7235908873063985,0.9997228980064392,0.733247604162838
71,LI,(ambiguous antecedent for he),,32.1.martin.27b.g.08,The principal convinced the teacher that he will have finished grading before he goes on vacation.,1,0.997361958026886,0.6944425022549824,0.9996803998947144,0.7236349021521722,0.9996336102485657,0.7331521592814358
72,LI,,,32.1.martin.28b.??.01,Sarah convinced Bill that he would have gone to the party by the time he goes to bed this evening.,0,0.9974801540374756,0.6945734341460943,0.9993444681167603,0.7232748619913878,0.9991754293441772,0.732662383044228
73,LI,,,32.1.martin.28b.??.02,Celia convinced Brad that he would have eaten dinner by the time she gets home.,0,0.9970597624778748,0.69410774446984,0.9984635710716248,0.7223307467436532,0.9995363354682922,0.7330481766069045
74,LI,,,32.1.martin.28b.??.03,Benny convinced Cindy that she would have gotten dressed by the time he wakes up.,0,0.9968417286872864,0.6938662170579958,0.9996776580810547,0.7236319635703062,0.9991708397865295,0.7326574769989224
75,LI,,,32.1.martin.28b.??.04,Cameron convinced Velma that she would have finished her coffee by the time the place closes.,0,0.9978309869766235,0.6949620701073069,0.9997658133506775,0.7237264453655157,0.9994897246360779,0.7329983515753581
76,LI,,,32.1.martin.28b.??.05,Judy convinced Edith that she would have forgotten about Rick by the time Christmas comes around.,0,0.9968056678771973,0.693826270616179,0.9995556473731995,0.7235011966772747,0.9995630383491516,0.7330767208705014
77,LI,,,32.1.martin.28b.??.06,Jan convinced Emile that he would have gotten better by the time he has to go to school.,0,0.9970842003822327,0.6941348156122283,0.9994414448738098,0.7233787983543396,0.9992506504058838,0.7327427912153425
78,LI,(ambiguous antecedent for she),,32.1.martin.28b.??.07,The father convinced the mother that she would have forgiven her daughter by the time she comes home for a visit.,0,0.9974198937416077,0.6945066806705955,0.9992827773094177,0.7232087438994056,0.9996953010559082,0.7332181041761295
79,LI,(ambiguous antecedent for he),,32.1.martin.28b.??.08,The principal convinced the teacher that he would have finished grading before he goes on vacation.,0,0.9976057410240173,0.6947125534070993,0.9996622800827026,0.7236154819589716,0.9995259046554565,0.7330370265039369
80,LI,,,32.1.martin.2c.*.01,Sarah saw pictures of.,0,-0.9795934557914734,-1.495534212558865,-0.9932609796524048,-1.4123313321110433,0.9989592432975769,0.7324312891958669
81,LI,,,32.1.martin.2c.*.02,Jimmy saw baskets of.,0,-0.9635413885116577,-1.477752499667564,0.9903351664543152,0.7136190013911894,0.9985663294792175,0.7320112807457987
82,LI,,,32.1.martin.2c.*.03,Brittany touched plenty of.,0,-0.9899681806564331,-1.5070268368831432,0.9816216230392456,0.7042801243392188,-0.9940757751464844,-1.3980398470028863
83,LI,,,32.1.martin.2c.*.04,Frank ate mountains of.,0,0.9748010635375977,0.6694506216836925,0.9031342267990112,0.6201600243177747,-0.9885144829750061,-1.3920950581047202
84,LI,,,32.1.martin.2c.*.05,Kat kept tons of.,0,-0.9918789267539978,-1.5091434700820205,-0.6076033115386963,-0.998996667313847,-0.9948750734329224,-1.3988942634645694
85,LI,,,32.1.martin.2c.*.06,Phillip saw movies of.,0,0.7547693848609924,0.4257100449083777,-0.9938532114028931,-1.4129660657940728,0.979659914970398,0.711801113825854
86,LI,,,32.1.martin.2c.*.07,Vivian wrote stories of.,0,-0.7608919739723206,-1.2532671642827657,-0.9937751293182373,-1.4128823800931098,0.9888544678688049,0.7216297065896687
87,LI,,,32.1.martin.2c.*.08,Tommy pictured memories of.,0,-0.9921334385871887,-1.5094254061259176,-0.9486111402511597,-1.3644771652473862,0.981131374835968,0.7133740429227643
88,LI,,,32.1.martin.39a.*.01,Gino believed Rebecca to win the game.,0,0.997180163860321,0.6942411193664846,0.9996609687805176,0.7236140765502531,0.999077558517456,0.7325577632209556
89,LI,,,32.1.martin.39a.*.02,Anthony believed Dawn to hit the ball.,0,0.9939528107643127,0.6906660118646469,-0.5389541983604431,-0.9254209017315277,0.994728147983551,0.7279084251429937
90,LI,,,32.1.martin.39a.*.03,Charlene believed Shawn to write the paper.,0,0.9950435757637024,0.6918743091956341,0.9994003772735596,0.7233347835085658,0.9984665513038635,0.731904622046555
91,LI,,,32.1.martin.39a.*.04,Marty believed Carla to fix the computer.,0,0.99611496925354,0.6930611476942402,0.9993367791175842,0.7232666211857205,0.9984380006790161,0.731874102621861
92,LI,,,32.1.martin.39a.*.05,Jessica believed Brad to start the car.,0,0.9976897239685059,0.6948055856988675,0.996649980545044,0.7203870026038047,0.9978885650634766,0.7312867789124059
93,LI,,,32.1.martin.39a.*.06,Charles believed Faith to smash the bag.,0,0.989881157875061,0.686155629406884,0.6806929707527161,0.3817551134167056,0.9991261959075928,0.7326097545582213
94,LI,,,32.1.martin.39a.*.07,Lacey believed John to eat the food.,0,0.9973997473716736,0.6944843634849194,0.9988741874694824,0.7227708313191755,0.9993138313293457,0.7328103289818886
95,LI,,(prob. intended 'throw out'),32.1.martin.39a.*.08,Victor believed Dana to throw the trash.,0,0.9960447549819946,0.6929833676802565,0.6368348002433777,0.3347494301257131,0.9975430965423584,0.7309174875021214
96,LI,,,32.1.martin.65a.g.01,John believes without a doubt that his team will win.,1,0.9978227615356445,0.694952958356942,0.9994505047798157,0.7233885084509398,0.9995469450950623,0.7330595178544943
97,LI,,,32.1.martin.65a.g.02,Emma thought for a moment that her friend was at the door.,1,0.9974652528762817,0.6945569273519552,0.9997128248214722,0.7236696540768469,0.999692976474762,0.7332156192960396
98,LI,,,32.1.martin.65a.g.03,Bill heard from Sarah that their boss was fired.,1,0.9978169202804565,0.6949464876936395,0.9996073246002197,0.7235565825572251,0.9995511174201965,0.7330639778956812
99,LI,(not an adjunct),,32.1.martin.65a.g.04,Ashley suggested to Michael that he should throw a party.,1,0.9979904294013977,0.695138692804596,0.999796450138092,0.7237592808237561,0.9996859431266785,0.7332081009408958
100,LI,,,32.1.martin.65a.g.05,Thomas read in the paper that the stock market crashed.,1,0.9978997707366943,0.6950382654690532,0.9997609853744507,0.7237212709061431,0.99949711561203,0.7330062522197466
101,LI,,,32.1.martin.65a.g.06,Jessica saw on the news that Michael Jackson died.,1,0.9970452785491943,0.6940916998659368,0.9996294975280762,0.72358034674101,0.9997114539146423,0.7332353709070106
102,LI,,,32.1.martin.65a.g.07,David learned from the internet that Lindsay Lohan is back in rehab.,1,0.9976495504379272,0.6947610833818684,0.9996565580368042,0.723609349266382,0.9995730519294739,0.7330874249693501
103,LI,(not an adjunct),,32.1.martin.65a.g.08,Amanda hinted to Jack that there will be a pop quiz on Monday.,1,0.9978291392326355,0.6949600232648336,0.9996981024742126,0.7236538751698715,0.9994266629219055,0.7329309412385602
104,LI,,,32.1.martin.65b.*.01,John believes without a doubt his team will win.,0,0.9978882074356079,0.6950254561968013,0.9993495345115662,0.7232802919796182,0.9995506405830383,0.7330634681766884
105,LI,,,32.1.martin.65b.*.02,Emma thought for a moment her friend was at the door.,0,0.9972955584526062,0.6943689479802982,0.9995585680007935,0.723504326905784,0.9994423985481262,0.7329477619653226
106,LI,,,32.1.martin.65b.*.03,Bill heard from Sarah their boss was fired.,0,0.9964817762374878,0.69346747893877,0.9930906295776367,0.716572212284181,0.9149795174598694,0.6426604721919597
107,LI,(not an adjunct),,32.1.martin.65b.*.04,Ashley suggested to Michael he should throw a party.,0,0.9981095194816589,0.6952706151033562,0.9998039603233337,0.72376732998278,0.9993616342544556,0.7328614283109169
108,LI,,,32.1.martin.65b.*.05,Thomas read in the paper the stock market crashed.,0,0.9317792057991028,0.6217930639983807,0.9722676873207092,0.6942548967749226,0.996677041053772,0.7299917103814463
109,LI,,,32.1.martin.65b.*.06,Jessica saw on the news Michael Jackson died.,0,0.9714393019676208,0.6657266228987195,0.9994761943817139,0.7234160416853789,0.9993127584457397,0.7328091821141548
110,LI,,,32.1.martin.65b.*.07,David learned from the internet Lindsay Lohan is back in rehab.,0,-0.6151455044746399,-1.0918161916228566,0.8282796740531921,0.5399334813864028,0.9988159537315369,0.7322781186385301
111,LI,(not an adjunct),,32.1.martin.65b.*.08,Amanda hinted to Jack there will be a pop quiz on Monday.,0,0.9978161454200745,0.6949456293403443,0.9995166063308716,0.7234593538267933,0.998284637928009,0.7317101642508014
112,LI,,,32.1.martin.66a.g.01,It is illegal for one to criticize the government.,1,0.9973268508911133,0.6944036122479905,0.9991478323936462,0.7230641145658329,0.9992879033088684,0.732782613011655
113,LI,,,32.1.martin.66a.g.02,It is not wise for one to skip class.,1,0.9975326061248779,0.6946315380614642,0.9993962645530701,0.7233303756357671,0.9996962547302246,0.7332191236141151
114,LI,,,32.1.martin.66a.g.03,It is important for one to sleep regularly.,1,0.996721088886261,0.6937325780526451,0.9993212223052979,0.7232499479277423,0.9994648098945618,0.7329717187579843
115,LI,,,32.1.martin.66a.g.04,It is suspicious for one to wear black.,1,0.997372567653656,0.6944542550924095,0.9877994060516357,0.7109012603407547,0.9974250793457031,0.7307913320514031
116,LI,,,32.1.martin.66a.g.05,It is silly for one to sing in the shower.,1,0.9970000982284546,0.6940416512661068,0.9986695647239685,0.7225515236768808,0.9993892908096313,0.7328909920124994
117,LI,,,32.1.martin.66a.g.06,It is possible for one to fix past mistakes.,1,0.9968899488449097,0.6939196330438301,0.9992634057998657,0.723187982179701,0.9996142387390137,0.7331314519473533
118,LI,,,32.1.martin.66a.g.07,It is normal for one to be afraid of the dentist.,1,0.9961330890655518,0.6930812199559134,0.9990943670272827,0.7230068122194483,0.9996516108512878,0.7331714011734142
119,LI,,,32.1.martin.66a.g.08,It is unfair for one to judge the less fortunate.,1,0.9971898794174194,0.6942518817962633,0.9992163181304932,0.7231375152302653,0.999409556388855,0.7329126550696934
120,LI,,,32.1.martin.66b.*.01,It is illegal one to criticize the government.,0,-0.9817033410072327,-1.4978714425546182,-0.9966778755187988,-1.4159934439380706,-0.9959198236465454,-1.4000110577777967
121,LI,,,32.1.martin.66b.*.02,It is not wise one to skip class.,0,0.9971547722816467,0.6942129917892714,-0.9939128756523132,-1.4130300118907628,-0.9946138858795166,-1.3986150648862625
122,LI,,,32.1.martin.66b.*.03,It is important one to sleep regularly.,0,-0.9934118986129761,-1.5108416230358817,-0.9965265393257141,-1.415831246995517,-0.9965470433235168,-1.4006815293979527
123,LI,,,32.1.martin.66b.*.04,It is suspicious one to wear black.,0,-0.9934941530227661,-1.5109327405395299,-0.9969689249992371,-1.4163053807913548,-0.9962001442909241,-1.4003107088306896
124,LI,,,32.1.martin.66b.*.05,It is silly one to sing in the shower.,0,-0.9720444679260254,-1.487171804620786,-0.9960811138153076,-1.415353855206741,-0.9969674944877625,-1.401130974119855
125,LI,,,32.1.martin.66b.*.06,It is possible one to fix past mistakes.,0,-0.9927929639816284,-1.510155996834517,-0.9967187643051147,-1.4160372671372008,-0.9974128007888794,-1.4016069879442572
126,LI,,,32.1.martin.66b.*.07,It is normal one to be afraid of the dentist.,0,0.7132250070571899,0.3796891688755528,-0.9944770336151123,-1.4136346570507743,-0.9963534474372864,-1.4004745834868753
127,LI,,,32.1.martin.66b.*.08,It is unfair one to judge the less fortunate.,0,0.5426329970359802,0.19071549396693643,-0.9957371950149536,-1.414985254829217,-0.9969375133514404,-1.4010989255381827
128,LI,,,32.1.martin.69a.g.01,My belief that Kim is clever is sincere.,1,0.9971147179603577,0.6941686215266253,0.9984750151634216,0.7223430121288326,0.9992183446884155,0.7327082577535802
129,LI,,,32.1.martin.69a.g.02,The thought that Brian is inept is accurate.,1,0.9970124363899231,0.6940553188916541,0.9970760941505432,0.7208436965550906,0.9968656897544861,0.7301933679579732
130,LI,,,32.1.martin.69a.g.03,The announcement that Michelle is retiring surprised the office.,1,0.9975215196609497,0.6946192570066246,0.9994788765907288,0.7234189163850302,0.999401330947876,0.7329038624170676
131,LI,,,32.1.martin.69a.g.04,My discovery that Nick is a liar disappointed Miranda.,1,0.9973796606063843,0.6944621123264197,0.9992746114730835,0.7231999920360224,0.999280571937561,0.7327747760821407
132,LI,,,32.1.martin.69a.g.05,The expectation that Lauren will graduate is reasonable.,1,0.9973930716514587,0.694476968441145,0.998481035232544,0.7223494642324946,0.9994300007820129,0.7329345092715098
133,LI,,,32.1.martin.69a.g.06,My suspicion that Adam is cheating is based on evidence.,1,0.9968740940093994,0.693902069814866,0.999082088470459,0.7229936524832663,0.9993100166320801,0.7328062512299461
134,LI,,,32.1.martin.69a.g.07,Your assumption that Kelly is lying offended her mother.,1,0.9970865249633789,0.694137390672114,0.9992625117301941,0.7231870239464838,0.999387800693512,0.7328893991406469
135,LI,,,32.1.martin.69a.g.08,Your allegation that Eric is untrustworthy is biased.,1,0.9970043897628784,0.6940464052228189,0.9992813467979431,0.7232072107262582,0.9993844628334045,0.7328858311076972
136,LI,,,32.1.martin.69b.*.01,My belief Kim is clever is sincere.,0,0.8203167915344238,0.4983203290492812,0.8633943796157837,0.577568218753758,0.998123824596405,0.7315382615204792
137,LI,,,32.1.martin.69b.*.02,The thought Brian is inept is accurate.,0,-0.9931674599647522,-1.5105708455848226,-0.9271271824836731,-1.3414513959795937,-0.9712659120559692,-1.373657056692997
138,LI,,,32.1.martin.69b.*.03,The announcement Michelle is retiring surprised the office.,0,0.9972243309020996,0.6942900455043131,0.9985224604606628,0.7223938623715551,0.9988208413124084,0.7322833432582063
139,LI,,,32.1.martin.69b.*.04,My discovery Nick is a liar disappointed Miranda.,0,0.996012270450592,0.6929473828690331,0.9985760450363159,0.7224512924823686,0.9978846907615662,0.7312826374455893
140,LI,,,32.1.martin.69b.*.05,The expectation Lauren will graduate is reasonable.,0,0.9969438910484314,0.6939793876386139,0.9976840019226074,0.7214952312605271,0.9990143775939941,0.7324902254544094
141,LI,,,32.1.martin.69b.*.06,My suspicion Adam is cheating is based on evidence.,0,0.9968058466911316,0.6938264686977087,0.9985606670379639,0.7224348108710339,0.9985870718955994,0.7320334535219855
