dataset,phenomenon,gramm_id,gramm_sentence,ungramm_id,ungramm_sentence,gramm_judgement,ungramm_judgement,human_judge_delta,norm_human_judge_delta,bert-base-uncased_acc_gramm,bert-base-uncased_acc_zscores_gramm,bert-large-uncased_acc_gramm,bert-large-uncased_acc_zscores_gramm,bert-large-cased_acc_gramm,bert-large-cased_acc_zscores_gramm,bert-base-uncased_acc_ungramm,bert-base-uncased_acc_zscores_ungramm,bert-large-uncased_acc_ungramm,bert-large-uncased_acc_zscores_ungramm,bert-large-cased_acc_ungramm,bert-large-cased_acc_zscores_ungramm,bert-base-uncased_mlm_gramm,bert-base-uncased_mlm_zscores_gramm,bert-large-uncased_mlm_gramm,bert-large-uncased_mlm_zscores_gramm,bert-large-cased_mlm_gramm,bert-large-cased_mlm_zscores_gramm,bert-base-uncased_mlm_ungramm,bert-base-uncased_mlm_zscores_ungramm,bert-large-uncased_mlm_ungramm,bert-large-uncased_mlm_zscores_ungramm,bert-large-cased_mlm_ungramm,bert-large-cased_mlm_zscores_ungramm,slor_gramm,slor_zscores_gramm,slor_ungramm,slor_zscores_ungramm,logProb_gramm,logProb_zscores_gramm,logProb_ungramm,logProb_zscores_ungramm,bert-base-uncased_acc_zscore-delta,bert-large-uncased_acc_zscore-delta,bert-large-cased_acc_zscore-delta,bert-base-uncased_mlm_zscore-delta,bert-large-uncased_mlm_zscore-delta,bert-large-cased_mlm_zscore-delta,slor_zscore-delta,logProb_zscore-delta
LI,,32.1.martin.20a.g.03,It seems to her that Garrett should be punished for lying.,32.1.martin.20a.*.03,She seems to that Garrett should be punished for lying.,0.8250879999999999,-0.84982,1.6749079999999998,0.6442718441626986,0.9977965354919434,0.6949239063992572,0.9996423721313475,0.7235941452993367,0.9993897676467896,0.7328915017314922,-0.628964364528656,-1.1071240642901088,-0.99526846408844,-1.414482885094581,-0.9972796440124512,-1.4014646489155176,-33.46455246489495,-0.07517871938371815,-33.5998423541605,-0.05895647293048351,-32.797519711079076,-0.11752418115448672,-54.974094139877714,-1.6199770589396547,-57.029576055356294,-1.701767397157444,-48.72163569414989,-1.2706391451893555,0.684623077,0.6101096688367238,0.608191667,0.3710548651783765,-28.8153,-0.41994493033184255,-28.2769,-0.36014817736831456,1.802047970689366,2.1380770303939176,2.13435615064701,1.5447983395559366,1.6428109242269606,1.1531149640348688,0.2390548036583473,-0.05979675296352799
LI,,32.1.martin.20a.g.04,It appears to me that Dana is an unsafe driver.,32.1.martin.20a.*.04,I appear to that Data is an unsafe driver.,1.2923129999999998,-1.52839,2.820703,0.9378362278682412,0.9976745843887328,0.6947888147960222,0.999610722064972,0.7235602238434502,0.9996042847633362,0.7331208115633786,-0.9854347109794616,-1.5020048758614193,-0.9947410821914672,-1.413917655260901,-0.9375233650207521,-1.3375876841756589,-33.64477185884607,-0.08812193429448822,-32.56538191545405,0.013576272471604844,-30.80158406449482,0.02700775165570681,-44.55887947976589,-0.8719645463451817,-60.999506685882814,-1.9801250384105034,-55.21929856017232,-1.7411552033510536,0.832883333,1.0738238197128662,0.38282727299999997,-0.33381818320909223,-25.3653,-0.03677480082929468,-26.730999999999998,-0.18845464020947686,2.1967936906574415,2.137477879104351,2.0707084957390376,0.7838426120506935,1.9937013108821082,1.7681629550067604,1.4076420029219585,0.15167983938018217
LI,,32.1.martin.20a.g.05,It seems to me that Robert can't be trusted.,32.1.martin.20a.*.05,I seem to that Robert can't be trusted.,1.2577559999999999,-1.11398,2.371736,0.8228062961098321,0.997819483280182,0.6949493268622314,0.9996553659439088,0.7236080716220924,0.9996652603149414,0.7331859918795831,0.9801517724990844,0.6753778813231851,-0.9949840903282166,-1.4141781030493181,-0.9913096427917479,-1.3950829671256466,-13.278842527833321,1.3745430675662391,-10.636444564355768,1.5511566093421962,-10.728138596135523,1.4805886206917642,-39.48245520754483,-0.5073797539258502,-39.67967839071547,-0.4852532966904352,-36.92823270242843,-0.4166420076964437,1.141525,2.039163502776021,0.795418182,0.956643928404629,-19.6859,0.5940009769958564,-21.8738,0.3510044766078494,0.019571445539046328,2.1377861746714104,2.1282689590052297,1.8819228214920893,2.0364099060326315,1.8972306283882079,1.0825195743713922,0.24299650038800702
LI,,32.1.martin.20a.g.06,It appears to her that Kyle cheated on his homework.,32.1.martin.20a.*.06,She appears to that Kyle cheated on his homework.,0.610221,-1.00725,1.617471,0.62955589802321,0.9976852536201476,0.6948006336606258,0.9996969103813172,0.7236525975255819,0.99952632188797,0.7330374725080556,-0.994827926158905,-1.5124102306693386,-0.9960498213768004,-1.4153203170441413,-0.9975014328956604,-1.4017017319620442,-41.849719233810895,-0.6773947915460908,-34.34271130396519,-0.11104384368646716,-32.70129295438528,-0.11055610121823647,-62.293651804327965,-2.145661924623142,-60.92132230568677,-1.974643023312593,-55.72072328813375,-1.7774649336848518,0.557108333,0.21128133254848253,0.469809091,-0.06176482943953444,-29.9634,-0.5474572856019513,-29.3407,-0.4782978538218825,2.2072108643299644,2.138972914569723,2.1347392044700997,1.4682671330770511,1.8635991796261258,1.6669088324666153,0.27304616198801696,-0.06915943178006878
LI,,32.1.martin.20a.g.07,It seems to them that Sandra hates cooking.,32.1.martin.20a.*.07,They seem to that Sandra hates cooking.,0.589774,-1.20682,1.796594,0.6754490404286909,0.9972915649414062,0.694364524159469,0.999669313430786,0.7236230200602797,0.9995392560958862,0.7330512986357354,-0.9873135685920716,-1.5040861845208386,-0.995736300945282,-1.4149842965959998,-0.9967464804649352,-1.4008947193666916,-30.106636577460453,0.16598415454727533,-29.07047451630933,0.25862694729782154,-29.035951916128397,0.1548626889989688,-51.3051394186914,-1.3564756209807691,-55.73118475824594,-1.6107287437089308,-44.68065581470728,-0.9780191734871332,0.54876,0.18517022055683557,0.390488889,-0.30985491851744695,-25.3425,-0.034242546060408253,-24.9157,0.013159486192254788,2.1984507086803076,2.1386073166562793,2.133946018002427,1.5224597755280445,1.8693556910067524,1.132881862486102,0.4950251390742825,-0.04740203225266304
LI,,32.1.martin.20a.g.08,It appears to him that Erin enjoys swimming.,32.1.martin.20a.*.08,He appears to that Erin enjoys swimming.,0.6543979999999999,-1.10381,1.7582079999999998,0.6656141551019779,0.9975560903549194,0.6946575527690275,0.9996671676635742,0.7236207203005586,0.9993027448654176,0.7327984780153058,-0.9947721362113952,-1.5123484292320817,-0.9960471391677856,-1.41531744234449,-0.9966522455215454,-1.4007939861507397,-24.361907169222828,0.5785660953965912,-25.867426808894376,0.48321344203433,-24.639520857832395,0.4732219905173917,-50.67517612874508,-1.3112321537328302,-57.91001620423049,-1.7635007788998367,-47.548145471140735,-1.1856630537228636,0.74879,0.8108047911578387,0.546522222,0.17817111403216232,-24.3572,0.07518862164940664,-24.1994,0.09271449018143602,2.2070059820011094,2.1389381626450485,2.1335924641660453,1.8897982491294214,2.246714220934167,1.6588850442402554,0.6326336771256763,-0.01752586853202938
LI,,32.1.martin.22a.g.01,Ginny remembered to bring the beer.,32.1.martin.26a.??.01,Ginny remembered to have bought the beer.,1.062301,-0.5602600000000001,1.6225610000000001,0.6308600080193797,0.9976660013198853,0.6947793068825979,0.9997846484184264,0.7237466321452901,0.9990261197090148,0.7325027772846072,0.9976490139961244,0.6947604891372794,0.9968551993370056,0.7206069490682442,0.974514663219452,0.7063010547489069,-24.857778461184353,0.5429530098166898,-24.5855142244036,0.5730966658286317,-30.61172010842711,0.040756393596351435,-32.61671467334964,-0.0142876770554986,-32.890553288161755,-0.009223606099051831,-38.646554477978505,-0.5410710532095655,1.0053375,1.613209355479495,0.6612444439999999,0.5369882319612876,-16.413,0.9575017065172736,-21.1976,0.4261058219903486,1.881774531853342e-05,0.0031396830770459294,0.0262017225357003,0.5572406868721884,0.5823202719276835,0.5818274468059169,1.0762211235182075,0.5313958845269251
LI,,32.1.martin.22a.g.02,Thomas tried to stop the thief.,32.1.martin.26a.??.02,Thomas tried to have stopped the thief.,1.516629,-0.47726999999999997,1.9938989999999999,0.7260005969698016,0.9977612495422364,0.6948848183107356,0.9996215701103209,0.7235718504064848,0.9996789693832396,0.7332006463006261,-0.995463728904724,-1.5131145425616686,-0.99506014585495,-1.4142596167549888,-0.9967994093894958,-1.4009512981748926,-20.8330646421382,0.8320047859445658,-22.558106115058767,0.7152514266284965,-23.63072583428584,0.546271988302645,-26.88333724986296,0.3974789731912136,-30.557196869369363,0.15438317935543233,-31.30576368235052,-0.009501468857937944,0.952725,1.448653044697386,0.687177778,0.618100016600304,-15.3565,1.0748406171895757,-19.3905,0.6268092251857269,2.207999360872404,2.1378314671614733,2.134151944475519,0.4345258127533522,0.5608682472730642,0.5557734571605829,0.830553028097082,0.4480313920038488
LI,,32.1.martin.22a.g.03,Susan attempted to perform a backflip.,32.1.martin.26a.??.03,Susan attempted to have performed a backflip.,1.2521930000000001,-0.68467,1.9368630000000002,0.7113873911266716,0.9971728324890136,0.6942329980237679,0.9994341135025024,0.7233709408419591,0.9996257424354552,0.7331437489180547,-0.972252070903778,-1.4874017772767327,-0.9955769181251526,-1.4148134755544919,-0.9965916872024536,-1.4007292518386536,-27.15199277587817,0.3781843449386963,-24.609928313249842,0.571384835366828,-31.290333519413252,-0.008384122576400492,-39.40390886738896,-0.5017386176485438,-43.79158578743227,-0.7735658518771472,-45.06105623953045,-1.0055651561121748,0.6249875,0.42358725415423587,0.584477778,0.296884846872148,-17.7123,0.8131965038324446,-19.7774,0.583838638778615,2.1816347753005005,2.138184416396451,2.1338730007567084,0.87992296258724,1.3449506872439754,0.9971810335357743,0.12670240728208787,0.2293578650538296
LI,,32.1.martin.22a.g.04,Bobby planned to attend college.,32.1.martin.26a.??.04,Bobby planned to have attended college.,1.532629,0.086608,1.446021,0.5856286566001672,0.9977189302444458,0.6948379390153804,0.9997166395187378,0.7236737425385733,0.9995031356811525,0.7330126874220306,0.9970659613609314,0.6941146112962021,0.9993013739585876,0.723228675150322,0.9046362042427064,0.6316039026596127,-16.248593451964553,1.1612578955335664,-15.469469634284904,1.2122818067857708,-17.751157038728707,0.9720299247204116,-25.99022504979803,0.4616215878756599,-29.022529667323397,0.2619886723041321,-24.523130417801443,0.4816501857285406,0.743657143,0.7947507353404545,0.4925875,0.009479284611802998,-17.1181,0.8791906171514052,-20.8077,0.4694095998144192,0.0007233277191782683,0.0004450673882513412,0.10140878476241788,0.6996363076579065,0.9502931344816388,0.490379738991871,0.7852714507286515,0.409781017336986
LI,,32.1.martin.22a.g.05,Sarah hoped to go to the party.,32.1.martin.26a.??.05,Sarah hoped to have gone to the party.,1.363676,0.037034,1.326642,0.5550425373010047,0.9976646304130554,0.6947777882575372,0.999400556087494,0.7233349751552093,0.9996026754379272,0.7331190912617779,-0.9693402647972108,-1.484176217647586,0.9921976327896118,0.7156151289469078,0.997725546360016,0.7311125187317421,-23.834504686295986,0.6164437262738062,-22.56545515090693,0.7147361379560826,-22.74820581637323,0.6101780186152369,-24.18970998935401,0.5909331612112456,-26.645112164318558,0.4286848667719929,-22.94852312840521,0.5956724165268766,0.650122222,0.5022012170880237,0.7078,0.6826002165993469,-17.1697,0.8734597247797149,-18.9694,0.6735781937461682,2.178954005905123,0.007719846208301462,0.0020065725300357773,0.025510565062560553,0.2860512711840897,0.01450560208836027,-0.1803989995113232,0.19988153103354667
LI,,32.1.martin.22a.g.06,Scott intended to run for class president.,32.1.martin.26a.??.06,Scott intended to have run for class president.,1.387604,-0.35120999999999997,1.738814,0.6606452141853348,0.9978477954864502,0.6949806897710958,0.9996129274368286,0.7235625874853858,0.999542474746704,0.7330547392389367,0.994745135307312,0.6915437111226148,0.9990325570106506,0.7229405663630369,-0.9678508043289183,-1.3700064492665551,-18.68441082816571,0.9863194103219768,-23.255853982613193,0.6663277882383609,-19.406927238684148,0.8521304341237953,-29.763411888037812,0.1906342813759365,-27.50711955722727,0.3682439253641717,-36.570372440852225,-0.3907282286775233,0.272433333,-0.6790977175232096,0.27498,-0.6711324977311347,-24.1683,0.09616857453724184,-26.2972,-0.14027516131724366,0.003436978648481026,0.0006220211223488814,2.103061188505492,0.7956851289460403,0.2980838628741892,1.2428586628013187,-0.007965219792074874,0.2364437358544855
LI,,32.1.martin.22a.g.07,Vanessa refused to take out the garbage.,32.1.martin.26a.??.07,Vanessa refused to have taken out the garbage.,1.4012069999999999,-0.8212200000000001,2.2224269999999997,0.7845518050650195,0.998001754283905,0.6951512379681417,0.9996079206466676,0.7235572213793698,0.9996947646141052,0.7332175307422626,0.959392249584198,0.6523814740817909,-0.9933908581733704,-1.4124705314563857,-0.9968536496162416,-1.401009278710324,-23.080180852302874,0.6706186698336374,-20.025888619059515,0.8928016548128608,-18.556243645725765,0.9137310894909191,-27.853169335226998,0.32782639677853515,-24.37347580181085,0.5879640578969175,-28.74034958169796,0.17626817710253193,0.8127111109999999,1.010731086377676,0.6531100000000001,0.5115461013857848,-19.9598,0.5635806006275236,-23.4159,0.17973298191049294,0.04276976388635079,2.1360277528357554,2.1342268094525867,0.34279227305510224,0.30483759691594325,0.7374629123883871,0.4991849849918911,0.38384761871703066
LI,,32.1.martin.22a.g.08,Michael managed to drive his car.,32.1.martin.26a.??.08,Michael managed to have driven his car.,0.9480940000000001,0.000405,0.9476890000000001,0.4579509075606354,0.9976657629013062,0.6947790427738918,0.9995735883712769,0.723520425223832,0.9996551275253296,0.7331751603509861,0.9335624575614928,0.6237684650666033,-0.9948611855506896,-1.4140463779230692,-0.9744011759757996,-1.377008522785539,-19.449534069135552,0.9313688618600082,-21.424865685456094,0.7947102792671801,-21.09508456912591,0.7298856902744634,-25.91729900438804,0.4668590790115476,-24.135376676407763,0.6046587352351037,-24.35171077866107,0.4940632170850289,0.7933625,0.9502143642124465,0.575744444,0.26956956582927877,-16.611,0.9355110729979969,-20.6121,0.49113368020012876,0.07101057770728847,2.137566803146901,2.1101836831365253,0.4645097828484606,0.19005154403207636,0.23582247318943445,0.6806447983831678,0.4443773927978681
LI,,32.1.martin.23a.g.01,Gino believed Rebecca to be the best.,32.1.martin.39a.*.01,Gino believed Rebecca to win the game.,0.800795,-0.21893,1.019725,0.4764072666341279,0.9978777170181274,0.6950138354137273,0.9989663362503052,0.7228695932227547,0.9987768530845642,0.7322363216811204,0.9971801638603209,0.6942411193664846,0.9996609687805176,0.7236140765502531,0.9990775585174559,0.7325577632209556,-30.260774877853688,0.15491406323117826,-37.08142394968309,-0.3030727890463648,-32.97509369207546,-0.13038286762272538,-43.482048470526934,-0.7946273915052231,-46.58533764630556,-0.9694539542289968,-37.473793294280775,-0.456147753756159,0.23823333300000002,-0.7860651839760132,0.555433333,0.20604242885525317,-25.6695,-0.07056041050891043,-25.0032,0.003441403197625107,0.0007727160472427164,-0.0007444833274984353,-0.00032144153983515444,0.9495414547364014,0.666381165182632,0.32576488613343363,-0.9921076128312664,-0.07400181370653554
LI,,32.1.martin.23a.g.02,Anthony believed Dawn to be intelligent.,32.1.martin.39a.*.02,Anthony believed Dawn to hit the ball.,0.738866,-0.50627,1.245136,0.5341598674880766,0.9972068071365356,0.6942706335144054,0.998782753944397,0.7226728360021699,0.9990653395652772,0.7325447016717651,0.9939528107643129,0.6906660118646469,-0.5389541983604431,-0.9254209017315276,0.9947281479835509,0.7279084251429937,-29.78075061089476,0.18938902795844564,-30.51100782142021,0.15762179373826005,-28.47645727684721,0.19537744294438755,-41.38336505368353,-0.6439016016868361,-56.62953895330429,-1.6737181956714875,-41.39533017575741,-0.7401184849950387,0.2949625,-0.6086331585968321,0.612344444,0.3840435211559633,-22.6491,0.2648967080851462,-22.0171,0.33508903325778705,0.0036046216497584993,1.6480937377336975,0.00463627652877141,0.8332906296452818,1.8313399894097475,0.9354959279394263,-0.9926766797527954,-0.07019232517264085
LI,,32.1.martin.23a.g.03,Charlene believed Shawn to be helpful.,32.1.martin.39a.*.03,Charlene believed Shawn to write the paper.,0.78117,-0.15995,0.9411200000000001,0.4562678626559519,0.9976817965507508,0.6947968040843855,0.999373197555542,0.7233056532187649,0.9992091059684752,0.7326983819480947,0.9950435757637024,0.6918743091956341,0.9994003772735596,0.7233347835085658,0.9984665513038636,0.7319046220465549,-34.23566955671413,-0.1305597414921971,-46.95649413666979,-0.995478148304108,-36.62256016471656,-0.3945073047273876,-47.766663014888756,-1.1023450329957258,-51.969573453068726,-1.3469777244421024,-40.039296329021454,-0.6419238397116616,0.317425,-0.5383771142928525,0.239266667,-0.7828332214035121,-25.9811,-0.10516789235035817,-28.758000000000003,-0.4135809742679309,0.0029224948887514035,-2.9130289800893827e-05,0.0007937599015397367,0.9717852915035288,0.35149957613799443,0.24741653498427396,0.24445610711065957,0.3084130819175727
LI,,32.1.martin.23a.g.04,Marty believed Carla to be trustworthy.,32.1.martin.39a.*.04,Marty believed Carla to fix the computer.,1.337467,-0.47202,1.8094869999999998,0.6787523587352949,0.9974876642227172,0.6945817535703405,0.9990940690040588,0.7230064928083759,0.998698890209198,0.7321529826257974,0.99611496925354,0.6930611476942402,0.9993367791175842,0.7232666211857205,0.998438000679016,0.7318741026218609,-25.589748604455966,0.4903834907159808,-28.76341186978971,0.2801571053678101,-27.184464477584697,0.28893467600139083,-51.05732958763838,-1.338678114119822,-59.631069116294384,-1.8841749854942929,-48.73958157002926,-1.2719386621007636,0.259275,-0.7202530842995932,0.368088889,-0.379915481340336,-26.3295,-0.14386252223983267,-27.0609,-0.2250945896943729,0.001520605876100256,-0.0002601283773445706,0.00027888000393649914,1.8290616048358028,2.164332090862103,1.5608733381021545,-0.34033760295925725,0.08123206745454023
