,dataset,phenomenon,gramm_id,gramm_sentence,ungramm_id,ungramm_sentence,gramm_judgement,ungramm_judgement,human_judge_delta,norm_human_judge_delta,bert-base-uncased_acc_gramm,bert-base-uncased_acc_zscores_gramm,bert-large-uncased_acc_gramm,bert-large-uncased_acc_zscores_gramm,bert-large-cased_acc_gramm,bert-large-cased_acc_zscores_gramm,bert-base-uncased_acc_ungramm,bert-base-uncased_acc_zscores_ungramm,bert-large-uncased_acc_ungramm,bert-large-uncased_acc_zscores_ungramm,bert-large-cased_acc_ungramm,bert-large-cased_acc_zscores_ungramm,bert-base-uncased_mlm_gramm,bert-base-uncased_mlm_zscores_gramm,bert-large-uncased_mlm_gramm,bert-large-uncased_mlm_zscores_gramm,bert-large-cased_mlm_gramm,bert-large-cased_mlm_zscores_gramm,bert-base-uncased_mlm_ungramm,bert-base-uncased_mlm_zscores_ungramm,bert-large-uncased_mlm_ungramm,bert-large-uncased_mlm_zscores_ungramm,bert-large-cased_mlm_ungramm,bert-large-cased_mlm_zscores_ungramm,slor_gramm,slor_zscores_gramm,slor_ungramm,slor_zscores_ungramm,logProb_gramm,logProb_zscores_gramm,logProb_ungramm,logProb_zscores_ungramm,bert-base-uncased_acc_zscore-delta,bert-large-uncased_acc_zscore-delta,bert-large-cased_acc_zscore-delta,bert-base-uncased_mlm_zscore-delta,bert-large-uncased_mlm_zscore-delta,bert-large-cased_mlm_zscore-delta,slor_zscore-delta,logProb_zscore-delta
40,LI,,32.1.martin.27b.g.01,Sarah convinced Bill that he will have gone to the party by the time he goes to bed this evening.,32.1.martin.28b.??.01,Sarah convinced Bill that he would have gone to the party by the time he goes to bed this evening.,-0.31325,-0.27659,-0.03665999999999997,0.20575063828369902,0.9974771738052368,0.6945701327872664,0.9995038509368896,0.7234456830328955,0.9993544220924376,0.7328537188111508,0.9974801540374756,0.6945734341460943,0.9993444681167604,0.7232748619913878,0.9991754293441772,0.7326623830442279,-41.94675128356903,-0.6843635569254296,-42.63752954931988,-0.6926474676000548,-43.52560466584691,-0.8943783129588297,-45.32277453519055,-0.9268268874887636,-47.05304533502203,-1.0022479804081823,-48.07662988451193,-1.2239322603755514,0.664263636,0.5464313699430006,0.724968182,0.7362972029192484,-45.636,-2.2881158860777875,-44.3393,-2.1440994492876557,-3.3013588278674177e-06,0.00017082104150767385,0.00019133576692287324,0.24246333056333402,0.3096005128081275,0.3295539474167216,-0.18986583297624782,-0.14401643679013176
41,LI,,32.1.martin.27b.g.02,Celia convinced Brad that he will have eaten dinner by the time she gets home.,32.1.martin.28b.??.02,Celia convinced Brad that he would have eaten dinner by the time she gets home.,0.02797,-0.06834,0.09630999999999999,0.2398189106197853,0.997201144695282,0.6942643609326326,0.9993264079093932,0.7232555056804016,0.999599814414978,0.7331160329478211,0.9970597624778748,0.6941077444698399,0.9984635710716248,0.7223307467436532,0.9995363354682922,0.7330481766069045,-44.512154443887994,-0.8686087910747745,-40.04459985642461,-0.5108403126590066,-40.69936906232033,-0.6897217675167284,-48.561152980837505,-1.1594046765128605,-48.86930613554432,-1.1295978309184738,-43.25934220230557,-0.8750974165249723,0.6949588240000001,0.6424368229445359,0.7709411759999999,0.8800871062359129,-41.9863,-1.8827663145863525,-40.7333,-1.743603366103253,0.00015661646279263586,0.0009247589367484821,6.785634091666104e-05,0.290795885438086,0.6187575182594671,0.18537564900824388,-0.23765028329137705,-0.1391629484830994
42,LI,,32.1.martin.27b.g.03,Benny convinced Cindy that she will have gotten dressed by the time he wakes up.,32.1.martin.28b.??.03,Benny convinced Cindy that she would have gotten dressed by the time he wakes up.,-0.27721,-0.34457,0.06735999999999998,0.2324016248851858,0.9970064163208008,0.6940486501468218,0.999649167060852,0.7236014278717869,0.9993680715560912,0.7328683095173197,0.9968417286872864,0.6938662170579958,0.9996776580810548,0.7236319635703062,0.9991708397865297,0.7326574769989224,-45.73859987690229,-0.9566911359756906,-52.22108499879323,-1.3646128337504222,-40.725513772078564,-0.6916149875915264,-48.543510616116684,-1.1581376157758922,-57.911326291155994,-1.7635926376098148,-44.54126002086559,-0.9679250887685058,0.728847059,0.7484291808541037,0.787188235,0.9309030927429081,-43.4869,-2.0494286613491126,-42.5338,-1.943573748181322,0.00018243308882603948,-3.053569851929616e-05,0.0002108325183973747,0.2014464798002017,0.3989798038593926,0.2763101011769794,-0.18247391188880435,-0.10585491316779061
43,LI,,32.1.martin.27b.g.04,Cameron convinced Velma that she will have finished her coffee by the time the place closes.,32.1.martin.28b.??.04,Cameron convinced Velma that she would have finished her coffee by the time the place closes.,0.43236499999999994,0.25900100000000004,0.1733639999999999,0.2595609325539418,0.9978876113891602,0.6950247959250357,0.9997389316558838,0.7236976344867871,0.9995312094688416,0.7330426971277318,0.9978309869766236,0.6949620701073069,0.9997658133506776,0.7237264453655157,0.999489724636078,0.7329983515753581,-52.13657800783403,-1.4161888855104423,-54.52492351537512,-1.5261499272130936,-49.632561789476306,-1.3366021482701835,-53.95656586135738,-1.5468989795058363,-62.417942146290436,-2.079580768440829,-53.32403722580057,-1.603913411860452,0.43503333299999997,-0.17053309631777486,0.49832777799999994,0.027433173336795964,-44.5811,-2.1709546774945294,-43.4805,-2.048717852992934,6.27258177288148e-05,-2.8810878728524614e-05,4.4345552373759034e-05,0.13071009399539402,0.5534308412277356,0.2673112635902686,-0.19796626965457081,-0.12223682450159545
44,LI,,32.1.martin.27b.g.05,Judy convinced Edith that she will have forgotten about Rick by the time Christmas comes around.,32.1.martin.28b.??.05,Judy convinced Edith that she would have forgotten about Rick by the time Christmas comes around.,0.396223,0.287725,0.10849799999999998,0.24294160072456247,0.9971628785133362,0.6942219714852831,0.999613881111145,0.7235636096008174,0.9996109008789062,0.7331278839144038,0.9968056678771972,0.693826270616179,0.9995556473731996,0.7235011966772747,0.9995630383491516,0.7330767208705014,-45.451847160584286,-0.9360967817711832,-43.33856582236331,-0.7418016774738239,-40.65946031647036,-0.6868318506080353,-45.65422516630497,-0.9506314107244144,-50.6384733149971,-1.2536456415446988,-43.27858654502779,-0.8764909594751501,0.37013888899999997,-0.37350368876056267,0.424872222,-0.20231404076267862,-52.1514,-3.011741005428773,-51.205,-2.9066302197588563,0.00039570086910412083,6.241292354269845e-05,5.116304390240245e-05,0.01453462895323121,0.511843964070875,0.1896591088671148,-0.17118964799788405,-0.10511078566991694
45,LI,,32.1.martin.27b.g.06,Jan convinced Emile that he will have gotten better by the time he has to go to school.,32.1.martin.28b.??.06,Jan convinced Emile that he would have gotten better by the time he has to go to school.,-0.06054,0.062502,-0.123042,0.18361868746068774,0.9972142577171326,0.6942788869114749,0.9995942115783693,0.7235425284700405,0.9994102716445924,0.7329134196481827,0.9970842003822328,0.6941348156122283,0.9994414448738098,0.7233787983543396,0.9992506504058838,0.7327427912153425,-34.176010579336435,-0.12627508073162602,-34.91453914475278,-0.1511384105135338,-33.11487234896049,-0.14050467664987484,-39.40626812516712,-0.5019080576837313,-42.085220175853465,-0.6539214673878858,-39.36293744039722,-0.5929465805432564,0.67537,0.5811687856910306,0.71592,0.7079971706226441,-44.758,-2.1906018647145302,-43.9857,-2.104827287608786,0.00014407129924653983,0.00016373011570092189,0.00017062843284021412,0.37563297695210524,0.502783056874352,0.45244190389338157,-0.12682838493161352,-0.08577457710574432
46,LI,,32.1.martin.27b.g.07,The father convinced the mother that she will have forgiven her daughter by the time she comes home for a visit.,32.1.martin.28b.??.07,The father convinced the mother that she would have forgiven her daughter by the time she comes home for a visit.,-0.09484,0.157379,-0.25221899999999997,0.15052222047145242,0.9971922039985656,0.6942544568561491,0.999639332294464,0.7235908873063985,0.9997228980064392,0.733247604162838,0.9974198937416076,0.6945066806705955,0.9992827773094176,0.7232087438994056,0.9996953010559082,0.7332181041761295,-28.917465589125644,0.25138947819321383,-23.75470729015069,0.6313499402755591,-30.268090353085434,0.06563969722170729,-30.05063815799076,0.17000591692239578,-28.5591890005162,0.2944764981913986,-32.300312598992605,-0.08151986155640065,0.594543478,0.32836737397957433,0.6819173909999999,0.6016470847303838,-49.2701,-2.691732862201036,-47.2993,-2.4728483140202764,-0.0002522238144464506,0.0003821434069929408,2.9499986708425574e-05,0.08138356127081806,0.33687344208416053,0.14715955877810794,-0.2732797107508094,-0.21888454818075953
47,LI,,32.1.martin.27b.g.08,The principal convinced the teacher that he will have finished grading before he goes on vacation.,32.1.martin.28b.??.08,The principal convinced the teacher that he would have finished grading before he goes on vacation.,0.28870500000000004,0.043437,0.24526800000000004,0.2779834718790073,0.997361958026886,0.6944425022549824,0.9996803998947144,0.7236349021521722,0.9996336102485656,0.7331521592814358,0.9976057410240172,0.6947125534070993,0.9996622800827026,0.7236154819589716,0.9995259046554564,0.7330370265039369,-39.85980633669533,-0.5344808147736153,-37.53311189205851,-0.3347435666804308,-46.15742810443044,-1.0849568664530838,-41.12630426790565,-0.6254396985447316,-40.67956619185861,-0.5553619297490933,-47.84807469602674,-1.2073818654757489,0.640377778,0.4717234835596251,0.693633333,0.6382910798428982,-43.2315,-2.021062965385359,-42.3116,-1.9188953705652447,-0.00027005115211686803,1.9420193200558877e-05,0.00011513277749897188,0.09095888377111627,0.22061836306866245,0.12242499902266513,-0.1665675962832731,-0.10216759482011417
54,LI,,32.1.martin.65a.g.07,David learned from the internet that Lindsay Lohan is back in rehab.,32.1.martin.65b.*.07,David learned from the internet Lindsay Lohan is back in rehab.,1.126778,0.289644,0.837134,0.4296255872017873,0.9976495504379272,0.6947610833818684,0.9996565580368042,0.723609349266382,0.999573051929474,0.7330874249693501,-0.6151455044746399,-1.0918161916228566,0.8282796740531921,0.5399334813864028,0.9988159537315368,0.7322781186385301,-42.8421115023084,-0.74866762254026,-45.29052487089575,-0.8786662141974786,-40.23716224163945,-0.6562519283135527,-59.786354640498764,-1.965589817370314,-65.87642364876228,-2.3220773868811677,-55.38941659263219,-1.7534739813033235,0.127164286,-1.1334562529502052,0.210930769,-0.8714595143486893,-48.1394,-2.566153017149288,-45.1177,-2.2305515156078823,1.786577275004725,0.18367586787997914,0.0008093063308199921,1.216922194830054,1.4434111726836891,1.0972220529897707,-0.26199673860151595,-0.3356015015414058
55,LI,,32.1.martin.65a.g.08,Amanda hinted to Jack that there will be a pop quiz on Monday.,32.1.martin.65b.*.08,Amanda hinted to Jack there will be a pop quiz on Monday.,0.672269,0.603252,0.069017,0.23282616521203314,0.9978291392326356,0.6949600232648336,0.9996981024742126,0.7236538751698715,0.9994266629219056,0.7329309412385602,0.9978161454200744,0.6949456293403443,0.9995166063308716,0.7234593538267933,0.998284637928009,0.7317101642508014,-28.878742429136768,0.25417054504052605,-32.605889017071604,0.010736056279020205,-38.349801044591004,-0.5195822104360243,-32.57019107491942,-0.01094638886390736,-36.13472639917018,-0.2366936701986703,-40.34647633478743,-0.6641677031498358,0.844213333,1.1092607026049794,0.8759,1.208367208140759,-34.8895,-1.094568698628763,-33.2302,-0.9102805259088861,1.4393924489319865e-05,0.00019452134307818003,0.0012207769877587982,0.2651169339044334,0.24742972647769051,0.1445854927138115,-0.0991065055357796,-0.18428817271987696
59,LI,,32.1.martin.66a.g.04,It is suspicious for one to wear black.,32.1.martin.66b.*.04,It is suspicious one to wear black.,0.6837529999999999,-0.78783,1.4715829999999999,0.5921779021251354,0.9973725676536559,0.6944542550924095,0.9877994060516356,0.7109012603407547,0.9974250793457032,0.7307913320514031,-0.993494153022766,-1.51093274053953,-0.9969689249992372,-1.4163053807913548,-0.996200144290924,-1.4003107088306896,-26.076283870963376,0.4554409111299996,-27.800316936336454,0.34768595131725777,-23.896393432049077,0.5270341679573479,-38.60197766125202,-0.4441445501227219,-38.47887298464775,-0.4010570243760736,-32.89528185874224,-0.12460344354534245,0.42738999999999994,-0.1944391772027196,0.445711111,-0.13713617058662025,-22.1272,0.3228609082554015,-20.2876,0.5271738851344989,2.2053869956319394,2.1272066411321093,2.1311020408820927,0.8995854612527215,0.7487429756933314,0.6516376115026904,-0.057303006616099356,-0.20431297687909744
73,LI,,32.1.martin.77.g.02,How likely to get the promotion is Elizabeth?,32.1.martin.79.*.02,How likely to be a meeting is there?,-0.20146,-0.45838999999999996,0.25693,0.28097139541050636,0.9412497878074646,0.6322841220814707,0.9975121021270752,0.7213109949539795,-0.9968200922012328,-1.4009734072362054,0.7762386798858643,0.4494927037682087,-0.992889404296875,-1.4119330903860026,-0.9956713914871216,-1.3997454941825471,-29.384031496942047,0.2178810822181162,-27.43435457823216,0.3733459510175069,-28.05689708143473,0.2257591068406986,-23.388107788283378,0.64850359985237,-22.20200458634645,0.7402200194841915,-19.511628875508908,0.8445486616530393,0.35076,-0.4341151115383434,0.61882,0.4042971416002105,-24.7149,0.035461098367359715,-18.8407,0.6878721055336983,0.18279141831326196,2.133244085339982,-0.001227913053658325,-0.43062251763425385,-0.3668740684666846,-0.6187895548123408,-0.8384122531385539,-0.6524110071663386
75,LI,,32.1.martin.77.g.04,How likely to buy the car is Sam?,32.1.martin.79.*.04,How likely to be a party is there?,-0.20372,-0.29956,0.09583999999999998,0.23969849181856726,0.9240803122520448,0.6132645977112615,0.9963333606719972,0.7200476602805105,-0.997325837612152,-1.4015140279429452,-0.6524191498756409,-1.1331061544282193,-0.9894744157791138,-1.4082730227898388,-0.9966509342193604,-1.4007925844235092,-31.873387643136088,0.039097484719309766,-30.670668203616515,0.1464269665420398,-30.008108042180535,0.08446582819233724,-20.22988221189007,0.875324872944856,-20.014594766194925,0.8935935402478029,-18.746147266589105,0.8999795752985634,0.52117,0.09887687554417905,0.65258,0.5098884184261361,-23.078000000000003,0.2172614418406118,-18.1859,0.7605966854752251,1.7463707521394807,2.128320683070349,-0.000721443519436038,-0.8362273882255462,-0.7471665737057631,-0.8155137471062262,-0.411011542881957,-0.5433352436346133
76,LI,,32.1.martin.77.g.05,How likely to sell the house is Diane?,32.1.martin.79.*.05,How likely to be a stock market crash is there?,-0.09629,-0.2291,0.13280999999999998,0.2491705834803339,0.9411627650260924,0.6321877224036979,0.9987000823020936,0.7225842313706923,-0.9971169233322144,-1.4012907073092242,0.9516118168830872,0.6437626826171421,0.9981984496116638,0.7220465986536658,0.6843227744102478,0.3960980541264371,-30.56356022087857,0.13316825840583746,-27.042133063427173,0.4008471508798678,-27.751280876807872,0.24788973055515956,-13.461604691809043,1.3614172329152978,-6.2690461715101256,1.8573832989717036,-4.4418018236756325,1.9358018965177224,0.58634,0.3027093255070214,0.9997583329999999,1.5957593742249017,-23.0872,0.2162396548286054,-21.6516,0.3756828542239266,-0.011574960213444174,0.0005376327170264483,-1.7973887614356614,-1.2282489745094605,-1.456536148091836,-1.6879121659625629,-1.2930500487178802,-0.1594431993953212
77,LI,,32.1.martin.77.g.06,How likely to pass the class is Alex?,32.1.martin.79.*.06,How likely to be a storm is there?,-0.08964,-0.62057,0.5309299999999999,0.3511729944184604,0.8065669536590576,0.4830889158524816,0.9986827969551086,0.7225657055284944,-0.9889250993728638,-1.3925339898723963,-0.7093666195869446,-1.1961898394539965,0.9924858212471008,0.7159239994538973,-0.985266387462616,-1.3886229797555067,-29.365256927907467,0.21922945697703647,-21.586933916260023,0.7833466221539437,-24.175029155798253,0.5068572851142791,-18.836524370126426,0.9753947355615566,-25.167035455291625,0.5323224324141049,-18.19141991622746,0.940149114966666,0.43393999999999994,-0.1739527179844195,0.6966399999999999,0.6476950433358002,-24.4595,0.06382679433111374,-18.9977,0.670435088046191,1.679278755306478,0.006641706074597131,-0.003911010116889546,-0.7561652785845202,0.25102418973983875,-0.4332918298523869,-0.8216477613202197,-0.6066082937150773
78,LI,,32.1.martin.77.g.07,How likely to break the record is Ellen?,32.1.martin.79.*.07,How likely to be an earthquake is there?,-0.26802,-0.70376,0.43574000000000007,0.32678434401858036,0.6784064173698425,0.34111879944538304,0.998220145702362,0.7220698517797349,-0.7602182626724243,-1.1480559401981858,0.7814870476722717,0.4553065947455535,0.9969622492790222,0.7207216815254422,-0.9443719983100892,-1.3449085869246398,-30.53395101428032,0.13529476829989753,-27.360009604832157,0.37855876034861136,-26.565777186304327,0.3337357547169714,-16.076459736097604,1.1736204034135986,-17.231089530454486,1.088763185248248,-13.404514106921852,1.2867839125280496,0.56766,0.24428382043864819,0.76752,0.8693866814110847,-23.3098,0.1915168516902671,-19.758,0.5859932766082816,-0.11418779530017048,0.00134817025429268,0.19685264672645397,-1.0383256351137011,-0.7102044248996366,-0.9530481578110781,-0.6251028609724365,-0.3944764249180145
79,LI,,32.1.martin.77.g.08,How likely to take the job is Nancy?,32.1.martin.79.*.08,How likely to be a tornado is there?,-0.4246,-0.48003999999999997,0.05543999999999999,0.2293475991181244,-0.8828459978103638,-1.3883620028493708,0.99725079536438,0.7210309353257186,-0.9974753856658936,-1.4016738885620623,0.9232465624809264,0.6123410095655868,0.991876184940338,0.7152706121642409,-0.9409259557724,-1.3412249114785395,-26.804097108542923,0.4031699377216086,-28.498054611613046,0.29876302757397194,-28.117549991235137,0.22136704024325204,-18.50518069183454,0.999191577529742,-24.319446476874877,0.5917524050614826,-19.735424486920238,0.8283429225917256,0.52062,0.09715663851058118,0.63955,0.469134439248357,-23.0684,0.21832765437488003,-20.7635,0.47431862002427794,-2.0007030124149576,0.005760323161477676,-0.060448977083522815,-0.5960216398081334,-0.2929893774875107,-0.6069758823484735,-0.37197780073777587,-0.25599096564939794
